	accountNumber	customerId	creditLimit	availableMoney	transactionDateTime	transactionAmount	merchantName	acqCountry	merchantCountryCode	posEntryMode	posConditionCode	merchantCategoryCode	currentExpDate	accountOpenDate	dateOfLastAddressChange	cardCVV	enteredCVV	cardLast4Digits	transactionType	isFraud	echoBuffer	currentBalance	merchantCity	merchantState	merchantZip	cardPresent	posOnPremises	recurringAuthInd	expirationDateKeyInMatch	currentBalanceDiff
16225	710782007	710782007	10000.0	7793.93	2016-11-11 01:04:00	474.81	ebay.com	US	US	05	01	online_retail	11/2018	2012-07-28	2016-10-01	363	363	2745	REVERSAL	0.0		2206.07				0.0			0.0	474.8100000000002
16247	201999114	201999114	15000.0	14878.0	2016-11-08 22:51:36	122.0	Pottery Barn	US	US	05	01	furniture	02/2027	2011-04-07	2011-04-07	624	624	693	REVERSAL	0.0		122.0				1.0			0.0	122.0
16269	442756535	442756535	7500.0	6558.65	2016-10-10 03:44:38	243.44	Rodeway Inn #341420	US	US	05	01	hotels	06/2030	2014-06-06	2016-08-23	633	633	9884	REVERSAL	0.0		941.35				0.0			0.0	243.44000000000005
16271	442756535	442756535	7500.0	5174.69	2016-11-25 23:17:52	169.49	Hyatt House #691218	US	US	05	01	hotels	07/2022	2014-06-06	2016-08-23	633	633	9884	REVERSAL	0.0		2325.31				1.0			0.0	169.48999999999978
16278	133228011	133228011	10000.0	9636.86	2016-01-25 13:04:58	278.57	1st Sandwitch Bar #772439	US	US	80	01	food	08/2022	2015-07-09	2015-07-09	320	320	3283	REVERSAL	0.0		363.14				1.0			0.0	278.57
16289	133228011	133228011	10000.0	9437.55	2016-09-15 02:23:00	57.16	Downtown BBQ	US	US	05	01	food	09/2029	2015-07-09	2015-07-09	320	320	3283	REVERSAL	0.0		562.45				1.0			0.0	57.160000000000025
16300	487826791	487826791	2500.0	2464.72	2016-06-29 12:29:22	35.28	Shell Gas #708550	US	US	09	01	fuel	01/2025	2015-01-25	2015-01-25	928	928	3544	PURCHASE	0.0		35.28				1.0			0.0	35.28
16302	487826791	487826791	2500.0	2464.72	2016-08-24 07:58:33	35.28	Shell Gas #708550	US	US	09	01	fuel	01/2025	2015-01-25	2015-01-25	928	928	3544	PURCHASE	0.0		35.28				1.0			0.0	35.28
16306	487826791	487826791	2500.0	2464.72	2016-12-27 14:29:57	35.28	Shell Gas #708550	US	US	09	01	fuel	01/2025	2015-01-25	2015-01-25	928	928	3544	PURCHASE	0.0		35.28				1.0			0.0	35.28
16326	224777519	224777519	15000.0	3271.95	2016-11-29 02:59:41	4.1	cheapfast.com	US	US	02	01	online_retail	02/2026	2014-08-17	2014-08-17	186	186	5048	REVERSAL	0.0		11728.05				0.0			0.0	4.099999999998545
16331	961364940	961364940	50000.0	49862.64	2016-03-01 11:23:12	137.36	Ray's Fries #892291	US	US	05	01	food	07/2019	2015-05-16	2015-05-16	688	688	69	REVERSAL	0.0		137.36				1.0			0.0	137.36
16377	850998022	850998022	5000.0	4512.78	2016-12-06 23:39:57	132.01	EZ Putt Putt #503815	US	US	05	08	entertainment	10/2027	2012-05-10	2012-05-10	992	992	8944	REVERSAL	0.0		487.22				1.0			0.0	132.01000000000005
16380	670210704	670210704	15000.0	4266.1	2016-03-10 06:27:02	19.44	Washington News	US	US	02	01	subscriptions	12/2022	2012-05-09	2016-01-04	425	425	3878	REVERSAL	0.0		10733.9				0.0			0.0	19.44000000000051
16382	670210704	670210704	15000.0	2617.54	2016-05-05 13:28:56	105.84	Minneapolis News	US	US	05	01	subscriptions	12/2023	2012-05-09	2016-01-04	320	320	72	REVERSAL	0.0		12382.46				0.0			0.0	105.83999999999833
16384	670210704	670210704	15000.0	991.56	2016-05-16 19:08:28	68.96	Minneapolis News	US	US	90	01	subscriptions	08/2028	2012-05-09	2016-01-04	425	425	3878	REVERSAL	0.0		14008.44				0.0			0.0	68.96000000000095
16388	670210704	670210704	15000.0	8578.64	2016-07-01 18:00:40	256.8	Washington News	US	US	09	01	subscriptions	06/2021	2012-05-09	2016-01-04	320	320	72	REVERSAL	0.0		6421.36				0.0			0.0	256.7999999999993
16399	661000898	661000898	1000.0	795.94	2016-06-12 20:32:50	45.55	Next Day eCards	US	US	90	01	online_gifts	03/2029	2015-05-17	2015-05-17	568	568	820	REVERSAL	0.0		204.06				0.0			0.0	45.55000000000001
16438	472317736	472317736	5000.0	1628.82	2016-03-24 02:27:09	18.53	apple.com	US	US	02	01	online_retail	06/2027	2008-08-25	2008-08-25	750	750	3616	REVERSAL	0.0		3371.18				0.0			0.0	18.529999999999745
16439	472317736	472317736	5000.0	1402.72	2016-03-27 09:43:57	47.3	apple.com	US	US	02	01	online_retail	06/2021	2008-08-25	2008-08-25	618	618	7260	REVERSAL	0.0		3597.28				0.0			0.0	47.30000000000018
16471	586630407	586630407	5000.0	1661.87	2016-05-24 04:04:18	53.75	discount.com	US	US	02	01	online_retail	12/2027	2015-05-31	2016-02-26	104	104	5295	REVERSAL	1.0		3338.13				0.0			0.0	53.75
16519	590130564	590130564	2500.0	2454.04	2016-06-26 19:18:40	45.96	Sunoco Gas #720190	US	US	09	08	fuel	01/2032	2015-06-21	2015-06-21	231	231	275	PURCHASE	0.0		45.96				1.0			0.0	45.96
16520	590130564	590130564	2500.0	2454.04	2016-07-24 04:24:55	45.96	Sunoco Gas #720190	US	US	09	08	fuel	01/2032	2015-06-21	2015-06-21	231	231	275	PURCHASE	0.0		45.96				1.0			0.0	45.96
16521	590130564	590130564	2500.0	2454.04	2016-08-21 23:02:14	45.96	Sunoco Gas #720190	US	US	09	08	fuel	01/2032	2015-06-21	2015-06-21	231	231	275	PURCHASE	0.0		45.96				1.0			0.0	45.96
16522	590130564	590130564	2500.0	2454.04	2016-09-18 12:13:58	45.96	Sunoco Gas #720190	US	US	09	08	fuel	01/2032	2015-06-21	2015-06-21	231	231	275	PURCHASE	0.0		45.96				1.0			0.0	45.96
16524	590130564	590130564	2500.0	2441.73	2016-11-27 11:59:20	57.45	Sunoco Gas #720190	US	US	09	08	fuel	01/2032	2015-06-21	2015-06-21	231	231	275	PURCHASE	0.0		58.27				1.0			0.0	58.27
16525	590130564	590130564	2500.0	2454.04	2016-12-25 00:24:23	45.96	Sunoco Gas #720190	US	US	09	08	fuel	01/2032	2015-06-21	2015-06-21	231	231	275	PURCHASE	0.0		45.96				1.0			0.0	45.96
16548	813512692	813512692	2500.0	1135.22	2016-07-23 00:59:08	71.6	AMC #191138	US	US	90	01	entertainment	06/2025	2015-11-18	2015-11-18	992	992	7986	REVERSAL	0.0		1364.78				1.0			0.0	71.59999999999991
16573	346320189	346320189	500.0	464.72	2016-09-27 10:54:27	37.13	Shell Gas #745905	US	US	80	01	fuel	08/2022	2015-12-02	2015-12-02	566	566	8574	PURCHASE	0.0		35.28				1.0			0.0	35.28
16575	346320189	346320189	500.0	465.98	2016-11-24 21:25:27	44.26	Shell Gas #745905	US	US	80	01	fuel	08/2022	2015-12-02	2015-12-02	566	566	8574	PURCHASE	0.0		34.02				1.0			0.0	34.02
16582	504233399	504233399	10000.0	9976.59	2016-11-25 21:25:40	23.41	Shell Gas #11287	US	US	05	01	fuel	12/2031	2015-09-04	2015-09-04	659	659	4259	PURCHASE	0.0		23.41				1.0			0.0	23.41
16583	504233399	504233399	10000.0	9976.73	2016-12-23 20:20:18	23.41	Shell Gas #11287	US	US	05	01	fuel	12/2031	2015-09-04	2015-09-04	659	659	4259	PURCHASE	0.0		23.27				1.0			0.0	23.27
16641	232052670	232052670	7500.0	6959.21	2016-08-24 22:50:29	540.79	Wendys #881295	US	US	02	01	fastfood	02/2025	2015-12-10	2015-12-10	784	784	3077	REVERSAL	0.0		540.79				1.0			0.0	540.79
16670	890271201	890271201	5000.0	436.75	2016-04-16 01:55:26	155.45	Cinnabon #228886	US	US	09	01	fastfood	12/2018	2013-02-14	2013-02-14	667	667	2682	REVERSAL	0.0		4563.25				1.0			0.0	155.44999999999982
16687	228399966	228399966	5000.0	2842.13	2016-03-19 20:32:37	697.74	McDonalds #892016	US	US	09	01	fastfood	02/2029	2013-12-31	2016-02-04	471	471	3068	REVERSAL	1.0		2157.87				1.0			0.0	697.7399999999998
16690	228399966	228399966	5000.0	4894.32	2016-05-02 03:33:09	105.68	Lyft	US	US	05	08	rideshare	03/2027	2013-12-31	2016-02-04	901	901	7538	REVERSAL	0.0		105.68				0.0			0.0	105.68
16692	228399966	228399966	5000.0	2960.15	2016-06-22 14:13:24	10.4	walmart.com	US	US	05	01	online_retail	02/2023	2013-12-31	2016-02-04	471	471	3068	REVERSAL	0.0		2039.85				0.0			0.0	10.399999999999864
16703	226896970	226896970	50000.0	47149.64	2016-01-03 19:47:25	51.36	Blue Mountain eCards	US	US	02	01	online_gifts	10/2031	2014-05-25	2014-05-25	874	874	3165	REVERSAL	0.0		2850.36				0.0			0.0	51.36000000000013
16708	226896970	226896970	50000.0	6705.28	2016-02-11 21:48:21	29.61	AMC #706324	US	US	02	01	entertainment	02/2025	2014-05-25	2014-05-25	874	874	3165	REVERSAL	0.0		43294.72				1.0			0.0	29.610000000000582
16714	226896970	226896970	50000.0	5424.14	2016-03-09 12:06:15	159.32	Blue Mountain Online Services	US	US	09	01	online_gifts	04/2025	2014-05-25	2014-05-25	874	874	3165	REVERSAL	0.0		44575.86				0.0			0.0	159.3199999999997
16719	226896970	226896970	50000.0	24312.21	2016-03-28 22:55:52	113.39	AMC #606218	US	US	02	01	entertainment	10/2021	2014-05-25	2014-05-25	874	874	3165	REVERSAL	0.0		25687.79				1.0			0.0	113.38999999999942
16724	226896970	226896970	50000.0	5184.38	2016-04-19 22:26:48	611.95	EZ Putt Putt #551896	US	US	05	08	entertainment	06/2022	2014-05-25	2014-05-25	874	874	3165	REVERSAL	0.0		44815.62				1.0			0.0	611.9500000000044
16727	226896970	226896970	50000.0	46376.27	2016-04-24 00:16:53	257.77	alibaba.com	US	US	05	01	online_retail	10/2025	2014-05-25	2014-05-25	874	874	3165	REVERSAL	0.0		3623.73				0.0			0.0	257.77
16728	226896970	226896970	50000.0	46284.38	2016-04-24 20:00:41	74.9	AMC #606218	US	US	09	01	entertainment	02/2030	2014-05-25	2014-05-25	874	874	3165	REVERSAL	0.0		3715.62				1.0			0.0	74.90000000000009
16730	226896970	226896970	50000.0	33784.96	2016-05-07 01:36:06	508.11	Regal Cinemas #729464	US	US	05	01	entertainment	07/2018	2014-05-25	2014-05-25	874	874	3165	REVERSAL	0.0		16215.04				1.0			0.0	508.1100000000006
16733	226896970	226896970	50000.0	15949.16	2016-05-25 12:29:10	161.43	EZ Putt Putt #982199	US	US	80	01	entertainment	08/2020	2014-05-25	2014-05-25	874	874	3165	REVERSAL	0.0		34050.84				1.0			0.0	161.42999999999302
16734	226896970	226896970	50000.0	4998.75	2016-06-07 07:10:01	21.56	EZ Putt Putt #40513	US	US	05	01	entertainment	01/2029	2014-05-25	2014-05-25	874	874	3165	REVERSAL	0.0		45001.25				1.0			0.0	21.55999999999767
16735	226896970	226896970	50000.0	3302.91	2016-06-10 13:09:09	162.83	Mobile eCards	US	US	09	01	online_gifts	12/2018	2014-05-25	2014-05-25	874	874	3165	REVERSAL	0.0		46697.09				0.0			0.0	162.82999999999447
16745	226896970	226896970	50000.0	7702.31	2016-07-27 17:58:29	263.51	EZ Putt Putt #804489	US	US	05	01	entertainment	03/2029	2014-05-25	2014-05-25	874	874	3165	REVERSAL	0.0		42297.69				1.0			0.0	263.51000000000204
16753	226896970	226896970	50000.0	38915.25	2016-09-20 20:44:34	51.44	EZ Putt Putt #69446	US	US	09	01	entertainment	01/2029	2014-05-25	2016-08-04	874	874	3165	REVERSAL	0.0		11084.75				1.0			0.0	51.44000000000051
16765	226896970	226896970	50000.0	12955.4	2016-11-27 04:53:53	234.4	AMC #706324	US	US	09	01	entertainment	11/2023	2014-05-25	2016-08-04	874	874	3165	REVERSAL	0.0		37044.6				1.0			0.0	234.40000000000146
16774	226896970	226896970	50000.0	19806.31	2016-12-29 01:02:57	103.26	AMC #74121	US	US	05	01	entertainment	08/2025	2014-05-25	2016-08-04	874	874	3165	REVERSAL	0.0		30193.69				1.0			0.0	103.2599999999984
16778	331051831	331051831	2500.0	2083.36	2016-01-19 14:22:42	136.91	McDonalds #684944	US	US	09	01	fastfood	11/2029	2015-10-22	2015-10-22	507	507	6286	REVERSAL	0.0		416.64				1.0			0.0	136.90999999999997
16803	269500929	269500929	7500.0	7109.35	2016-09-05 16:10:30	60.68	Uber	US	US	09	01	rideshare	07/2020	2010-06-10	2010-06-10	352	352	8870	REVERSAL	0.0		390.65				0.0			0.0	60.67999999999995
16811	269500929	269500929	7500.0	4269.47	2016-12-25 16:02:32	334.93	Uber	US	US	05	01	rideshare	02/2022	2010-06-10	2016-11-26	352	352	8870	REVERSAL	0.0		3230.53				0.0			0.0	334.9300000000003
16813	693347082	693347082	2500.0	418.6	2016-02-16 04:23:17	196.02	Virgin Airlines	US	US	05	01	airline	01/2020	2014-05-01	2014-05-01	799	799	2190	REVERSAL	0.0		2081.4				0.0			0.0	196.01999999999998
16841	803896888	803896888	15000.0	9462.63	2016-08-29 00:56:14	415.44	Fresh Online Services	US	US	02	01	online_gifts	09/2026	2015-12-18	2015-12-18	884	884	2658	REVERSAL	0.0		5537.37				0.0			0.0	415.4399999999996
16842	803896888	803896888	15000.0	9321.06	2016-09-02 07:56:47	38.02	Fresh Flowers	US	US	09	08	online_gifts	03/2028	2015-12-18	2015-12-18	884	884	2658	REVERSAL	0.0		5678.94				0.0			0.0	38.01999999999953
16843	803896888	803896888	15000.0	7616.71	2016-09-23 19:48:59	221.53	Next Day Online Services	US	US	09	01	online_gifts	07/2021	2015-12-18	2015-12-18	984	984	5474	REVERSAL	0.0		7383.29				0.0			0.0	221.52999999999975
16854	128312501	128312501	15000.0	977.26	2016-05-13 07:21:31	400.27	sears.com	US	US	09	01	online_retail	11/2023	2015-06-27	2015-06-27	435	435	1194	REVERSAL	1.0		14022.74				0.0			0.0	400.27000000000044
16858	128312501	128312501	15000.0	7902.66	2016-08-04 02:50:25	23.22	ebay.com	US	US	09	08	online_retail	09/2029	2015-06-27	2015-06-27	435	435	1194	REVERSAL	0.0		7097.34				0.0			0.0	23.220000000000255
16865	128312501	128312501	15000.0	8576.67	2016-11-14 07:34:02	48.8	staples.com	US	US	05	08	online_retail	04/2019	2015-06-27	2015-06-27	435	435	1194	REVERSAL	0.0		6423.33				0.0			0.0	48.80000000000018
16903	606600998	606600998	50000.0	49979.07	2016-09-26 09:50:25	20.93	Golds Gym #908489	US	US	02	01	gym	04/2023	2014-12-05	2014-12-05	324	324	9759	PURCHASE	0.0		20.93				1.0			0.0	20.93
16913	150349278	150349278	7500.0	6017.64	2016-06-05 02:42:56	158.1	Quizno's #676559	US	US	05	01	fastfood	11/2026	2015-10-04	2015-10-04	676	676	5482	REVERSAL	0.0		1482.36				1.0			0.0	158.0999999999999
16919	150349278	150349278	7500.0	6291.13	2016-09-20 21:52:27	111.49	Taco Bell #375075	US	US	02	01	fastfood	10/2019	2015-10-04	2015-10-04	676	676	5482	REVERSAL	0.0		1208.87				1.0			0.0	111.48999999999978
16920	150349278	150349278	7500.0	5930.06	2016-09-26 21:53:38	44.5	EZ Putt Putt #69446	US	US	05	08	entertainment	01/2021	2015-10-04	2015-10-04	676	676	5482	REVERSAL	0.0		1569.94				1.0			0.0	44.5
16977	140715884	140715884	50000.0	49586.89	2016-01-12 10:55:27	208.4	alibaba.com	US	US	09	01	online_retail	08/2029	2011-10-08	2011-10-08	821	821	9672	REVERSAL	0.0		413.11				0.0			0.0	208.4
17002	903360157	903360157	50000.0	30491.4	2016-02-03 20:49:24	58.51	EZ Putt Putt #69446	US	US	05	01	entertainment	04/2028	2015-03-28	2015-03-28	722	722	7104	REVERSAL	0.0		19508.6				1.0			0.0	58.5099999999984
17005	903360157	903360157	50000.0	28431.34	2016-02-08 04:54:24	255.23	AMC #706324	US	US	02	01	entertainment	03/2025	2015-03-28	2015-03-28	722	722	7104	REVERSAL	0.0		21568.66				1.0			0.0	255.22999999999956
17006	903360157	903360157	50000.0	22814.97	2016-02-14 18:29:58	34.13	EZ Putt Putt #755869	US	US	09	08	entertainment	07/2018	2015-03-28	2015-03-28	722	722	7104	REVERSAL	0.0		27185.03				1.0			0.0	34.12999999999738
17008	903360157	903360157	50000.0	19023.19	2016-02-20 13:49:22	94.18	AMC #128743	US	US	05	01	entertainment	05/2025	2015-03-28	2015-03-28	722	722	7104	REVERSAL	0.0		30976.81				1.0			0.0	94.18000000000029
17014	903360157	903360157	50000.0	7421.49	2016-03-12 11:08:32	201.17	AMC #606218	US	US	09	08	entertainment	02/2024	2015-03-28	2015-03-28	722	722	7104	REVERSAL	0.0		42578.51				1.0			0.0	201.17000000000553
17016	903360157	903360157	50000.0	35561.31	2016-03-23 11:10:41	61.28	AMC #552863	US	US	09	08	entertainment	04/2019	2015-03-28	2015-03-28	722	722	7104	REVERSAL	0.0		14438.69				1.0			0.0	61.280000000000655
17020	903360157	903360157	50000.0	12169.3	2016-05-21 15:40:11	195.87	Regal Cinemas #729464	US	US	05	01	entertainment	11/2025	2015-03-28	2015-03-28	722	722	7104	REVERSAL	0.0		37830.7				0.0			0.0	195.86999999999534
17022	903360157	903360157	50000.0	7949.78	2016-05-29 05:49:10	31.42	AMC #706324	US	US	05	08	entertainment	01/2029	2015-03-28	2016-05-22	722	722	7104	REVERSAL	0.0		42050.22				1.0			0.0	31.419999999998254
17030	903360157	903360157	50000.0	6878.08	2016-08-01 06:23:09	214.36	AMC #706324	US	US	02	01	entertainment	12/2027	2015-03-28	2016-05-22	722	722	7104	REVERSAL	0.0		43121.92				1.0			0.0	214.36000000000058
17032	903360157	903360157	50000.0	30844.68	2016-08-20 03:08:21	8.56	EZ Putt Putt #982199	US	US	02	08	entertainment	07/2027	2015-03-28	2016-05-22	722	722	7104	REVERSAL	0.0		19155.32				1.0			0.0	8.56000000000131
17034	903360157	903360157	50000.0	24996.43	2016-09-03 10:49:10	36.49	EZ Putt Putt #755869	US	US	02	08	entertainment	04/2028	2015-03-28	2016-05-22	722	722	7104	REVERSAL	0.0		25003.57				1.0			0.0	36.48999999999796
17035	903360157	903360157	50000.0	21936.98	2016-09-08 10:54:59	120.08	EZ Putt Putt #503815	US	US	02	01	entertainment	10/2026	2015-03-28	2016-05-22	722	722	7104	REVERSAL	0.0		28063.02				1.0			0.0	120.08000000000175
17036	903360157	903360157	50000.0	21952.84	2016-09-08 12:08:58	104.22	EZ Putt Putt #40513	US	US	05	01	entertainment	06/2028	2015-03-28	2016-05-22	722	722	7104	REVERSAL	0.0		28047.16				1.0			0.0	104.22000000000116
17040	903360157	903360157	50000.0	13356.77	2016-09-21 07:34:29	49.07	United Airlines	US	US	09	01	airline	09/2025	2015-03-28	2016-05-22	722	722	7104	REVERSAL	0.0		36643.23				0.0			0.0	49.06999999999971
17042	903360157	903360157	50000.0	9614.46	2016-09-27 20:53:47	21.6	EZ Putt Putt #240241	US	US	09	01	entertainment	01/2020	2015-03-28	2016-05-22	722	722	7104	REVERSAL	0.0		40385.54				1.0			0.0	21.599999999998545
17044	903360157	903360157	50000.0	16033.58	2016-11-07 13:06:21	106.19	EZ Putt Putt #804489	US	US	02	01	entertainment	04/2021	2015-03-28	2016-05-22	722	722	7104	REVERSAL	0.0		33966.42				1.0			0.0	106.18999999999505
17046	903360157	903360157	50000.0	12507.79	2016-11-14 01:29:36	240.53	AMC #79863	US	US	05	01	entertainment	08/2018	2015-03-28	2016-05-22	722	722	7104	REVERSAL	0.0		37492.21				1.0			0.0	240.52999999999884
17048	903360157	903360157	50000.0	8228.0	2016-11-22 01:47:41	474.96	Icelandic Airlines	US	US	09	08	airline	06/2025	2015-03-28	2016-05-22	722	722	7104	REVERSAL	0.0		41772.0				0.0			0.0	474.9599999999991
17051	903360157	903360157	50000.0	41298.73	2016-12-08 04:52:34	24.66	AMC #606218	US	US	02	01	entertainment	03/2028	2015-03-28	2016-12-01	722	722	7104	REVERSAL	0.0		8701.27				1.0			0.0	24.659999999999854
17054	903360157	903360157	50000.0	33495.57	2016-12-22 19:52:17	180.91	Regal Cinemas #729464	US	US	05	01	entertainment	03/2029	2015-03-28	2016-12-01	722	722	7104	REVERSAL	0.0		16504.43				1.0			0.0	180.90999999999985
17069	496661752	496661752	20000.0	6950.27	2016-02-01 10:08:32	150.03	Blue Mountain Online Services	US	US	09	01	online_gifts	09/2027	2015-11-08	2015-11-08	785	785	5880	REVERSAL	0.0		13049.73				0.0			0.0	150.02999999999884
17083	496661752	496661752	20000.0	7464.76	2016-06-01 22:44:55	248.68	Blue Mountain eCards	US	US	05	01	online_gifts	10/2030	2015-11-08	2015-11-08	785	785	5880	REVERSAL	0.0		12535.24				0.0			0.0	248.6800000000003
17084	496661752	496661752	20000.0	3232.71	2016-06-10 02:20:27	4.41	Popeyes #395866	US	US	02	08	fastfood	11/2028	2015-11-08	2015-11-08	667	667	6258	REVERSAL	0.0		16767.29				1.0			0.0	4.4099999999998545
17097	496661752	496661752	20000.0	4515.03	2016-11-21 19:43:04	5.5	Blue Mountain eCards	US	US	09	01	online_gifts	11/2018	2015-11-08	2016-07-11	667	667	6258	REVERSAL	0.0		15484.97				0.0			0.0	5.5
17141	495450284	495450284	5000.0	3531.74	2016-04-06 23:27:41	82.58	LES Pizza	US	US	09	01	food	02/2029	2015-12-30	2016-01-28	738	738	7234	REVERSAL	0.0		1468.26				1.0			0.0	82.57999999999993
17146	495450284	495450284	5000.0	3137.11	2016-04-26 16:42:00	88.06	34th Diner	US	US	05	01	food	10/2020	2015-12-30	2016-01-28	738	738	7234	REVERSAL	0.0		1862.89				1.0			0.0	88.06000000000017
17148	495450284	495450284	5000.0	3977.84	2016-05-07 08:49:17	109.84	Fresh eCards	US	US	02	08	online_gifts	08/2021	2015-12-30	2016-01-28	738	738	7234	REVERSAL	0.0		1022.16				0.0			0.0	109.83999999999992
17149	495450284	495450284	5000.0	2396.1	2016-05-12 13:33:51	132.08	Franks Deli	US	US	02	01	food	06/2024	2015-12-30	2016-01-28	738	738	7234	REVERSAL	0.0		2603.9				1.0			0.0	132.07999999999993
17161	495450284	495450284	5000.0	2999.01	2016-08-11 02:24:46	24.99	AMC #692956	US	US	02	08	entertainment	06/2026	2015-12-30	2016-06-19	123	123	4355	REVERSAL	0.0		2000.99				1.0			0.0	24.99000000000001
17165	495450284	495450284	5000.0	330.07	2016-09-21 22:39:48	17.06	Golds Gym #747766	US	US	05	08	health	12/2022	2015-12-30	2016-06-19	738	738	7234	REVERSAL	0.0		4669.93				0.0			0.0	17.0600000000004
17177	495450284	495450284	5000.0	2961.83	2016-12-15 05:05:56	127.47	Best Deli #316476	US	US	02	01	food	06/2023	2015-12-30	2016-06-19	123	123	4355	REVERSAL	0.0		2038.17				1.0			0.0	127.47000000000003
17188	801713019	801713019	50000.0	48861.34	2016-06-22 11:47:52	159.69	alibaba.com	US	US	02	01	online_retail	05/2024	2015-04-22	2016-06-03	810	810	1266	REVERSAL	0.0		1138.66				0.0			0.0	159.69000000000005
17214	653709494	653709494	5000.0	3447.36	2016-05-23 06:44:17	85.27	AMC #191138	US	US	02	01	entertainment	05/2028	2013-12-21	2016-04-04	844	844	5997	REVERSAL	0.0		1552.64				1.0			0.0	85.27000000000021
17228	653709494	653709494	5000.0	1689.27	2016-08-18 17:54:13	90.11	United Airlines	US	US	02	08	airline	08/2023	2013-12-21	2016-04-04	844	844	5997	REVERSAL	0.0		3310.73				0.0			0.0	90.11000000000013
17238	653709494	653709494	5000.0	1117.59	2016-11-14 16:34:28	79.89	Virgin Airlines	US	US	02	01	airline	12/2020	2013-12-21	2016-11-04	844	844	5997	REVERSAL	0.0		3882.41				1.0			0.0	79.88999999999987
17242	653709494	653709494	5000.0	3580.61	2016-12-09 00:16:19	280.03	Icelandic Airlines	US	US	09	01	airline	08/2029	2013-12-21	2016-11-04	844	844	5997	REVERSAL	0.0		1419.39				0.0			0.0	280.0300000000002
17266	704559326	704559326	10000.0	9523.13	2016-06-01 03:18:03	476.87	Boston Fries	US	US	09	01	food	01/2028	2013-08-09	2016-03-22	269	269	1772	REVERSAL	0.0		476.87				1.0			0.0	476.87
17268	704559326	704559326	10000.0	7763.33	2016-07-11 04:56:02	180.9	Franks Pub #829873	US	US	09	01	food	04/2022	2013-08-09	2016-03-22	269	269	1772	REVERSAL	0.0		2236.67				1.0			0.0	180.9000000000001
17274	704559326	704559326	10000.0	2517.28	2016-09-23 07:47:27	34.23	34th BBQ #493821	US	US	02	01	food	04/2030	2013-08-09	2016-03-22	269	269	1772	REVERSAL	0.0		7482.72				1.0			0.0	34.23000000000047
17284	688675245	688675245	10000.0	1704.38	2016-06-19 08:05:19	91.22	Icelandic Airlines	US	US	02	01	airline	04/2019	2012-12-27	2012-12-27	270	270	4509	REVERSAL	0.0		8295.62				0.0			0.0	91.22000000000116
17292	908990977	908990977	7500.0	4622.16	2016-01-15 11:48:52	38.15	Icelandic Airlines	US	US	02	01	airline	09/2030	2010-07-22	2010-07-22	799	799	4243	REVERSAL	0.0		2877.84				1.0			0.0	38.15000000000009
