	accountNumber	customerId	creditLimit	availableMoney	transactionDateTime	transactionAmount	merchantName	acqCountry	merchantCountryCode	posEntryMode	posConditionCode	merchantCategoryCode	currentExpDate	accountOpenDate	dateOfLastAddressChange	cardCVV	enteredCVV	cardLast4Digits	transactionType	isFraud	echoBuffer	currentBalance	merchantCity	merchantState	merchantZip	cardPresent	posOnPremises	recurringAuthInd	expirationDateKeyInMatch	currentBalanceDiff	transactionAmountDiff
3337	979187005	979187005	5000.0	448.45	2016-11-13 00:45:46	39.27	South Steakhouse #879581	US	US	02	01	food	03/2021	2015-03-16	2016-07-22	741	741	2315	PURCHASE	0.0		4551.55				1.0			0.0	39.27000000000044	0.0
3348	288191453	288191453	15000.0	14871.54	2016-06-01 01:12:07	128.46	Subway #685525	US	US	05	08	fastfood	08/2022	2015-01-02	2015-01-02	357	357	6713	PURCHASE	0.0		128.46				1.0			0.0	128.46	0.0
3362	604114040	604114040	20000.0	19716.62	2016-01-01 20:18:03	40.65	Auntie Anne's #518246	US	US	05	99	fastfood	12/2021	2015-02-21	2015-02-21	445	445	4468	PURCHASE	1.0		283.38				1.0			0.0	40.650000000000006	0.0
3363	604114040	604114040	20000.0	19675.97	2016-01-01 20:19:13	40.65	Auntie Anne's #518246	US	US	05	99	fastfood	12/2021	2015-02-21	2015-02-21	445	445	4468	PURCHASE	1.0		324.03				1.0			0.0	40.64999999999998	0.0
3366	604114040	604114040	20000.0	18321.43	2016-01-11 03:12:36	157.95	ebay.com	US	US	05	01	online_retail	12/2026	2015-02-21	2015-02-21	445	445	4468	PURCHASE	0.0		1678.57				0.0			0.0	157.95000000000005	0.0
3367	604114040	604114040	20000.0	18163.48	2016-01-11 03:13:14	157.95	ebay.com	US	US	05	01	online_retail	12/2026	2015-02-21	2015-02-21	445	445	4468	PURCHASE	0.0		1836.52				0.0			0.0	157.95000000000005	0.0
3371	604114040	604114040	20000.0	3153.4	2016-05-24 03:24:32	5.22	McDonalds #339265	US	US		01	fastfood	02/2020	2015-02-21	2016-05-16	445	445	4468	PURCHASE	0.0		16846.6				1.0			0.0	5.219999999997526	0.0
3372	604114040	604114040	20000.0	1428.3	2016-06-02 06:19:36	16.19	Hilton Hotels #497794	US	US	09	01	hotels	08/2023	2015-02-21	2016-05-16	445	445	4468	PURCHASE	0.0		18571.7				1.0			0.0	16.19000000000233	0.0
3373	604114040	604114040	20000.0	1685.1	2016-07-01 15:32:48	32.44	discount.com	US	US	05	01	online_retail	08/2026	2015-02-21	2016-05-16	684	684	0000	PURCHASE	0.0		18314.9				0.0			0.0	32.44000000000233	0.0
3400	924273244	924273244	7500.0	6628.73	2016-03-07 01:06:31	238.04	Hilton Hotels #939060	US	US	05	01	hotels	07/2019	2012-06-17	2012-06-17	351	351	8854	PURCHASE	0.0		871.27				1.0			0.0	238.03999999999996	0.0
3407	924273244	924273244	7500.0	3523.57	2016-10-26 11:37:34	106.44	walmart.com	US	US	05	01	online_retail	08/2023	2012-06-17	2016-10-24	351	351	8854	PURCHASE	0.0		3976.43				0.0			0.0	106.44000000000005	0.0
3409	924273244	924273244	7500.0	2403.54	2016-12-26 21:33:28	335.3	Lyft	US	US	05	08	rideshare	05/2027	2012-06-17	2016-10-24	351	351	8854	PURCHASE	0.0		5096.46				0.0			0.0	335.3000000000002	0.0
3410	389039056	389039056	2500.0	2066.06	2016-01-03 15:31:32	216.41	discount.com	US	US	09	01	online_retail	08/2030	2015-12-21	2015-12-21	883	883	359	PURCHASE	0.0		433.94				0.0			0.0	216.41	0.0
3411	389039056	389039056	2500.0	1181.13	2016-01-08 16:14:18	95.37	target.com	US	US	02	01	online_retail	02/2020	2015-12-21	2015-12-21	883	883	359	PURCHASE	0.0		1318.87				0.0			0.0	95.36999999999989	0.0
3426	683596513	683596513	5000.0	1831.73	2016-05-27 09:40:44	142.62	cheapfast.com	US	US	09	08	online_retail	10/2028	2010-09-10	2010-09-10	642	642	1131	PURCHASE	0.0		3168.27				0.0			0.0	142.6199999999999	0.0
3429	596998124	596998124	15000.0	14719.33	2016-01-08 21:28:28	280.67	Downtown BBQ	US	US	02	01	food	02/2027	2015-07-15	2015-07-15	729	729	1503	PURCHASE	0.0		280.67				1.0			0.0	280.67	0.0
3434	381480469	381480469	1000.0	166.78	2016-05-11 06:15:38	52.73	Regal Cinemas #05791	US	US	05	08	entertainment	07/2023	2015-02-12	2015-02-12	454	454	9642	PURCHASE	0.0		833.22				1.0			0.0	52.73000000000002	0.0
3465	314112573	314112573	250.0	95.39	2016-01-17 23:54:43	76.54	AMC #145832	US	US	05	01	entertainment	05/2029	2014-11-16	2014-11-16	986	986	7877	PURCHASE	0.0		154.61				1.0			0.0	76.54000000000002	0.0
3466	314112573	314112573	250.0	250.0	2016-07-21 12:10:00	196.87	Regal Cinemas #276341	US	US	09	01	entertainment	12/2019	2014-11-16	2014-11-16	986	986	7877	PURCHASE	0.0		0.0				1.0			0.0	-64.0	0.0
3502	173544488	173544488	7500.0	1213.36	2016-03-30 12:56:04	20.04	AMC #724446	US	US	05	01	entertainment	11/2023	2014-04-12	2014-04-12	437	437	6343	PURCHASE	0.0		6286.64				1.0			0.0	20.039999999999964	0.0
3504	173544488	173544488	7500.0	3314.34	2016-05-06 07:33:57	405.7	Regal Cinemas #729464	US	US	05	01	entertainment	09/2024	2014-04-12	2014-04-12	407	407	585	PURCHASE	0.0		4185.66				1.0			0.0	405.6999999999998	0.0
3511	173544488	173544488	7500.0	2058.28	2016-08-06 01:49:14	140.28	AMC #79863	US	US	05	01	entertainment	11/2023	2014-04-12	2016-05-28	711	711	460	PURCHASE	1.0		5441.72				1.0			0.0	140.28000000000065	0.0
3538	319431745	319431745	7500.0	1972.7	2016-10-05 10:39:04	94.28	Quizno's #573163	US	US	05	01	fastfood	12/2018	2015-02-01	2016-03-13	628	628	8518	PURCHASE	0.0		5527.3				1.0			0.0	94.27999999999975	0.0
3550	243374440	243374440	15000.0	2893.26	2016-04-27 13:36:55	36.2	In-N-Out #659625	US	US	05	01	fastfood	12/2022	2014-11-05	2014-11-05	912	912	1092	PURCHASE	0.0		12106.74				1.0			0.0	36.19999999999891	0.0
3551	243374440	243374440	15000.0	12040.8	2016-06-09 16:28:50	92.28	Domino's Pizza #663706	US	US	02	01	fastfood	01/2025	2014-11-05	2014-11-05	912	912	1092	PURCHASE	0.0		2959.2				1.0			0.0	92.27999999999975	0.0
3552	243374440	243374440	15000.0	1248.16	2016-09-14 01:45:16	385.04	Tim Hortons #829008	US	US	05	01	fastfood	12/2022	2014-11-05	2014-11-05	912	912	1092	PURCHASE	0.0		13751.84				1.0			0.0	385.0400000000009	0.0
3555	243374440	243374440	15000.0	9667.02	2016-12-13 18:39:36	14.44	Arbys #740782	US	US	09	01	fastfood	01/2028	2014-11-05	2014-11-05	912	912	1092	PURCHASE	0.0		5332.98				0.0			0.0	14.4399999999996	0.0
3597	115333210	115333210	5000.0	4953.59	2016-01-01 08:46:37	46.41	cheapfast.com	US	US	05	01	online_retail	06/2024	2015-09-13	2015-09-13	856	856	2255	PURCHASE	0.0		46.41				0.0			0.0	46.41	0.0
3599	115333210	115333210	5000.0	3524.29	2016-02-22 09:11:37	29.51	alibaba.com	US	US	09	01	online_retail	08/2028	2015-09-13	2015-09-13	856	856	2255	PURCHASE	0.0		1475.71				0.0			0.0	29.50999999999999	0.0
3605	980828253	980828253	15000.0	14500.69	2016-01-07 23:49:23	66.5	walmart.com	US	US	09	01	online_retail	06/2026	2015-10-26	2015-10-26	898	898	7900	PURCHASE	0.0		499.31				0.0			0.0	66.5	0.0
3608	980828253	980828253	15000.0	11266.01	2016-07-18 10:21:16	813.28	Hilton Hotels #735862	US	US	09	01	hotels	12/2028	2015-10-26	2015-10-26	898	898	7900	PURCHASE	0.0		3733.99				1.0			0.0	813.2799999999997	0.0
3611	980828253	980828253	15000.0	10217.69	2016-10-28 23:00:37	198.25	Rodeway Inn #46487	US	US	02	08	hotels	09/2023	2015-10-26	2016-07-21	898	898	7900	PURCHASE	0.0		4782.31				1.0			0.0	198.25	0.0
3612	980828253	980828253	15000.0	14084.87	2016-11-16 22:18:27	66.75	Hyatt House #670581	US	US	09	01	hotels	11/2021	2015-10-26	2016-07-21	898	898	7900	PURCHASE	0.0		915.13				1.0			0.0	66.75	0.0
3613	980828253	980828253	15000.0	14018.12	2016-11-16 22:19:34	66.75	Hyatt House #670581	US	US	09	01	hotels	11/2021	2015-10-26	2016-07-21	898	898	7900	PURCHASE	0.0		981.88				1.0			0.0	66.75	0.0
3624	369628459	369628459	50000.0	49380.26	2016-01-07 08:31:40	470.92	ebay.com	US	US	09	01	online_retail	01/2021	2004-08-03	2004-08-03	449	449	1600	PURCHASE	0.0		619.74				0.0			0.0	470.92	0.0
3625	369628459	369628459	50000.0	48469.71	2016-01-27 14:58:28	18.12	Quizno's #13537	US	US	02	01	fastfood	10/2025	2004-08-03	2004-08-03	449	449	1600	PURCHASE	0.0		1530.29				1.0			0.0	18.11999999999989	0.0
3628	326308759	326308759	20000.0	9402.94	2016-01-25 13:46:26	242.7	WSC #743402	US	US	02	08	health	08/2021	2013-11-26	2013-11-26	166	166	5800	PURCHASE	0.0		10597.06				0.0			0.0	242.6999999999989	0.0
3632	326308759	326308759	20000.0	16532.99	2016-03-10 07:26:00	432.28	Golds Gym #185635	US	US	05	01	health	03/2026	2013-11-26	2013-11-26	166	166	5800	PURCHASE	0.0		3467.01				0.0			0.0	432.2800000000002	0.0
3634	326308759	326308759	20000.0	8489.24	2016-05-25 12:54:04	141.11	Golds Gym #763952	US	US	09	01	health	06/2023	2013-11-26	2013-11-26	166	166	5800	PURCHASE	0.0		11510.76				0.0			0.0	141.11000000000058	0.0
3636	326308759	326308759	20000.0	17223.02	2016-07-06 13:14:25	89.38	WSC #846114	US	US	09	01	health	10/2027	2013-11-26	2016-07-04	166	166	5800	PURCHASE	0.0		2776.98				1.0			0.0	89.38000000000011	0.0
3639	326308759	326308759	20000.0	15843.95	2016-08-09 15:12:29	182.33	Hilton Hotels #466155	US	US	05	08	hotels	04/2020	2013-11-26	2016-07-04	166	166	5800	PURCHASE	0.0		4156.05				1.0			0.0	182.33000000000038	0.0
3640	326308759	326308759	20000.0	15661.62	2016-08-09 15:13:33	182.33	Hilton Hotels #466155	US	US	05	08	hotels	04/2020	2013-11-26	2016-07-04	166	166	5800	PURCHASE	0.0		4338.38				1.0			0.0	182.32999999999993	0.0
3642	326308759	326308759	20000.0	2284.1	2016-08-31 05:56:17	193.0	Powerlifting #469303	US	US	02	08	health	05/2024	2013-11-26	2016-07-04	166	166	5800	PURCHASE	0.0		17715.9				0.0			0.0	193.0	0.0
3650	858210058	858210058	500.0	279.32	2016-10-06 11:56:26	62.68	Starbucks #643483	US	US	05	01	fastfood	06/2018	2015-11-01	2016-02-03	961	961	3556	PURCHASE	0.0		220.68				1.0			0.0	62.68000000000001	0.0
3652	840594231	840594231	2500.0	1019.97	2016-02-14 11:57:31	292.38	Hardee's #754695	US	US	80	01	fastfood	08/2031	2014-10-24	2014-10-24	677	677	2777	PURCHASE	0.0		1480.03				1.0			0.0	292.3799999999999	0.0
3653	840594231	840594231	2500.0	293.85	2016-03-28 10:02:36	129.66	Fresh Online Services	US	US	05	01	online_gifts	10/2028	2014-10-24	2014-10-24	677	677	2777	PURCHASE	0.0		2206.15				0.0			0.0	129.6600000000003	0.0
3658	840594231	840594231	2500.0	1686.71	2016-07-05 16:33:23	148.18	KFC #711232	US	US	09	01	fastfood	04/2028	2014-10-24	2014-10-24	677	677	2777	PURCHASE	0.0		813.29				1.0			0.0	148.17999999999995	0.0
3659	840594231	840594231	2500.0	1851.86	2016-07-11 09:12:48	224.71	Fresh Flowers	US	US	09	01	online_gifts	06/2024	2014-10-24	2014-10-24	677	677	2777	PURCHASE	0.0		648.14				0.0			0.0	-1545.8200000000002	0.0
3660	840594231	840594231	2500.0	1257.58	2016-07-12 18:27:21	83.94	Fresh Flowers	US	US	09	01	online_gifts	09/2030	2014-10-24	2014-10-24	677	677	2777	PURCHASE	0.0		1242.42				0.0			0.0	83.94000000000005	0.0
3661	840594231	840594231	2500.0	986.89	2016-09-03 19:03:40	112.78	Fresh Flowers	US	US	05	01	online_gifts	05/2026	2014-10-24	2014-10-24	677	677	2777	PURCHASE	0.0		1513.11				0.0			0.0	112.77999999999997	0.0
3677	723763336	723763336	20000.0	19525.73	2016-01-20 08:38:38	348.65	Rodeway Inn #923883	US	US	09	01	hotels	01/2023	2014-01-09	2014-01-09	368	368	9816	PURCHASE	0.0		474.27				0.0			0.0	348.65	0.0
3679	723763336	723763336	20000.0	17139.9	2016-06-21 00:33:37	272.34	Renaissance Hotel #269118	US	US	09	01	hotels	04/2020	2014-01-09	2014-01-09	368	368	9816	PURCHASE	0.0		2860.1				0.0			0.0	272.3399999999997	0.0
3685	543887911	543887911	15000.0	10374.13	2016-03-30 15:24:24	275.46	Merchants Auto Body	US	US	09	08	auto	10/2024	2011-11-07	2011-11-07	745	745	8719	PURCHASE	0.0		4625.87				1.0			0.0	275.46000000000004	0.0
3689	543887911	543887911	15000.0	1034.74	2016-12-22 17:41:42	130.63	Uber	US	US	02	01	rideshare	03/2019	2011-11-07	2016-03-30	745	745	8719	PURCHASE	0.0		13965.26				0.0			0.0	130.63000000000102	0.0
3718	976815120	976815120	15000.0	14515.12	2016-02-07 02:28:58	12.29	oldnavy.com	US	US	02	08	online_retail	09/2020	2014-09-09	2016-01-20	748	708	2930	PURCHASE	0.0		484.88				0.0			0.0	12.29000000000002	0.0
3738	710782007	710782007	10000.0	7737.95	2016-02-11 16:47:23	192.29	ebay.com	US	US	02	08	online_retail	08/2027	2012-07-28	2012-07-28	363	363	2745	PURCHASE	0.0		2262.05				0.0			0.0	192.28999999999996	0.0
3745	710782007	710782007	10000.0	8513.74	2016-11-10 08:45:33	125.47	KFC #790166	US	US	05	99	fastfood	09/2020	2012-07-28	2016-10-01	363	363	2745	PURCHASE	0.0		1486.26				1.0			0.0	125.47000000000003	0.0
3769	170311743	170311743	15000.0	14694.14	2016-10-12 11:42:36	75.7	apple.com	US	US	05	01	online_retail	02/2023	2012-05-15	2012-05-15	916	916	9385	PURCHASE	0.0		305.86				0.0			0.0	75.70000000000002	0.0
3780	224777519	224777519	15000.0	7239.15	2016-08-10 01:34:18	181.96	ebay.com	US	US	02	01	online_retail	08/2020	2014-08-17	2014-08-17	186	186	5048	PURCHASE	0.0		7760.85				0.0			0.0	181.96000000000004	0.0
3783	961364940	961364940	50000.0	48324.85	2016-03-24 09:41:59	102.75	walmart.com	US	US	05	08	online_retail	10/2023	2015-05-16	2015-05-16	688	688	69	PURCHASE	0.0		1675.15				0.0			0.0	102.75	0.0
3784	961364940	961364940	50000.0	48222.1	2016-03-24 09:42:50	102.75	walmart.com	US	US	05	08	online_retail	10/2023	2015-05-16	2015-05-16	688	688	69	PURCHASE	0.0		1777.9				0.0			0.0	102.75	0.0
3787	670210704	670210704	15000.0	5863.96	2016-02-28 13:31:13	167.35	Wendys #287622	US	US	09	01	fastfood	01/2023	2012-05-09	2016-01-04	320	320	72	PURCHASE	0.0		9136.04				1.0			0.0	167.35000000000036	0.0
3793	670210704	670210704	15000.0	4068.79	2016-07-25 05:51:39	39.62	Minneapolis News	US	US	09	08	subscriptions	03/2031	2012-05-09	2016-01-04	425	425	3878	PURCHASE	0.0		10931.21				0.0			0.0	39.61999999999898	0.0
3795	670210704	670210704	15000.0	8494.53	2016-09-07 09:16:35	172.41	Los Angeles News	US	US	05	01	subscriptions	04/2023	2012-05-09	2016-01-04	320	320	72	PURCHASE	0.0		6505.47				1.0			0.0	172.40999999999985	0.0
3796	670210704	670210704	15000.0	8322.12	2016-09-07 09:18:20	172.41	Los Angeles News	US	US	05	01	subscriptions	04/2023	2012-05-09	2016-01-04	320	320	72	PURCHASE	0.0		6677.88				1.0			0.0	172.40999999999985	0.0
3802	472317736	472317736	5000.0	2166.96	2016-04-19 23:35:29	264.2	oldnavy.com	US	US	02	01	online_retail	12/2023	2008-08-25	2008-08-25	618	618	7260	PURCHASE	0.0		2833.04				0.0			0.0	264.1999999999998	0.0
3803	669152852	669152852	7500.0	4471.73	2016-11-23 12:38:59	195.78	Uber	US	US	05	01	rideshare	09/2018	2013-10-24	2013-10-24	727	727	3507	PURCHASE	0.0		3028.27				0.0			0.0	195.7800000000002	0.0
3804	586630407	586630407	5000.0	397.73	2016-02-14 21:53:03	7.87	Blue Mountain Online Services	US	US	09	01	online_gifts	06/2020	2015-05-31	2015-05-31	104	104	5295	PURCHASE	0.0		4602.27				0.0			0.0	7.8700000000008	0.0
3805	586630407	586630407	5000.0	504.41	2016-04-29 01:32:22	43.81	Fresh Flowers	US	US	05	01	online_gifts	03/2028	2015-05-31	2016-02-26	104	104	5295	PURCHASE	0.0		4495.59				0.0			0.0	43.8100000000004	0.0
3807	586630407	586630407	5000.0	3965.45	2016-08-31 05:26:49	146.97	Next Day eCards	US	US	05	08	online_gifts	10/2022	2015-05-31	2016-08-02	104	104	5295	PURCHASE	0.0		1034.55				0.0			0.0	146.9699999999999	0.0
3818	590130564	590130564	2500.0	2402.01	2016-04-02 11:47:48	97.99	ebay.com	US	US	02	01	online_retail	06/2018	2015-06-21	2015-06-21	231	231	275	PURCHASE	0.0		97.99				0.0			0.0	97.99	0.0
3833	986920095	986920095	5000.0	1719.68	2016-11-03 02:54:21	179.76	Universe Massage #928178	US	US	05	01	personal care	09/2023	2015-12-23	2015-12-23	811	811	4406	PURCHASE	0.0		3280.32				1.0			0.0	179.76000000000022	0.0
3836	813512692	813512692	2500.0	1469.48	2016-03-19 11:08:17	9.42	AMC #706324	US	US	05	01	entertainment	12/2030	2015-11-18	2015-11-18	992	992	7986	PURCHASE	0.0		1030.52				1.0			0.0	9.419999999999959	0.0
3839	346320189	346320189	500.0	500.0	2016-03-17 11:37:50	354.77	Uptown BBQ	US	US	09	01	food	07/2025	2015-12-02	2015-12-02	566	566	8574	PURCHASE	0.0		0.0				1.0			0.0	-294.47	0.0
3856	890271201	890271201	5000.0	2340.26	2016-03-07 09:35:43	53.61	Dunkin' Donuts #20935	US	US	05	01	fastfood	07/2031	2013-02-14	2013-02-14	949	949	4769	PURCHASE	0.0		2659.74				1.0			0.0	53.60999999999967	0.0
3857	890271201	890271201	5000.0	2242.8	2016-03-08 12:51:38	43.85	Taco Bell #164602	US	US	05	01	fastfood	06/2018	2013-02-14	2013-02-14	667	667	2682	PURCHASE	0.0		2757.2				1.0			0.0	43.84999999999991	0.0
3863	228399966	228399966	5000.0	4773.61	2016-12-11 02:37:51	32.53	amazon.com	US	US	05	08	online_retail	07/2019	2013-12-31	2016-12-07	901	901	7538	PURCHASE	0.0		226.39				0.0			0.0	32.52999999999997	0.0
3865	226896970	226896970	50000.0	34799.91	2016-01-15 05:24:44	97.95	AMC #724446	US	US	09	01	entertainment	08/2028	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		15200.09				1.0			0.0	97.95000000000073	0.0
3868	226896970	226896970	50000.0	20023.92	2016-02-24 07:49:12	14.35	EZ Putt Putt #40513	US	US	09	08	entertainment	12/2030	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		29976.08				1.0			0.0	14.350000000002183	0.0
3871	226896970	226896970	50000.0	4875.59	2016-03-10 07:54:21	96.67	EZ Putt Putt #69446	US	US	09	08	entertainment	04/2030	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		45124.41				1.0			0.0	96.67000000000553	0.0
3875	226896970	226896970	50000.0	19691.31	2016-04-03 07:32:26	1.72	EZ Putt Putt #40513	US	US	05	01	entertainment	03/2025	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		30308.69				0.0			0.0	1.7199999999975262	0.0
3876	226896970	226896970	50000.0	18710.97	2016-04-05 00:49:54	221.35	EZ Putt Putt #755869	US	US	05	01	entertainment	12/2030	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		31289.03				1.0			0.0	221.34999999999854	0.0
3877	226896970	226896970	50000.0	6251.5	2016-04-18 14:42:25	294.55	EZ Putt Putt #755869	US	US	05	01	entertainment	06/2030	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		43748.5				1.0			0.0	294.5500000000029	0.0
3879	226896970	226896970	50000.0	4159.55	2016-04-21 20:46:49	1.78	AMC #552863	US	US	09	01	entertainment	08/2023	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		45840.45				1.0			0.0	1.7799999999988358	0.0
3884	226896970	226896970	50000.0	36058.84	2016-05-05 03:53:53	329.17	Blue Mountain eCards	US	US	05	01	online_gifts	07/2019	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		13941.16				0.0			0.0	329.1700000000001	0.0
3887	226896970	226896970	50000.0	14012.75	2016-05-27 09:17:20	53.79	Regal Cinemas #05791	US	US	02	01	entertainment	08/2020	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		35987.25				1.0			0.0	53.79000000000087	0.0
3888	226896970	226896970	50000.0	12928.21	2016-05-27 16:05:53	196.84	EZ Putt Putt #551896	US	US	09	08	entertainment	12/2023	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		37071.79				1.0			0.0	196.84000000000378	0.0
3890	226896970	226896970	50000.0	4107.51	2016-06-09 15:45:38	103.16	EZ Putt Putt #40513	US	US	02	01	entertainment	08/2030	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		45892.49				1.0			0.0	103.15999999999622	0.0
3896	226896970	226896970	50000.0	32088.32	2016-07-05 11:50:07	70.6	Next Day eCards	US	US	02	01	online_gifts	12/2028	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		17911.68				1.0			0.0	70.59999999999854	0.0
3898	226896970	226896970	50000.0	31607.62	2016-07-05 13:20:49	139.29	Regal Cinemas #729464	US	US	02	01	entertainment	06/2023	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		18392.38				1.0			0.0	139.29000000000087	0.0
3899	226896970	226896970	50000.0	16031.47	2016-07-20 01:25:44	149.55	Regal Cinemas #05791	US	US	09	01	entertainment	06/2020	2014-05-25	2014-05-25	874	874	3165	PURCHASE	0.0		33968.53				1.0			0.0	149.54999999999563	0.0
3901	226896970	226896970	50000.0	4606.28	2016-09-15 16:51:10	35.29	EZ Putt Putt #40513	US	US	90	01	entertainment	12/2030	2014-05-25	2016-08-04	874	874	3165	PURCHASE	0.0		45393.72				0.0			0.0	35.29000000000087	0.0
3903	226896970	226896970	50000.0	22331.7	2016-10-06 12:29:15	17.26	walmart.com	US	US	05	01	online_retail	08/2030	2014-05-25	2016-08-04	874	874	3165	PURCHASE	0.0		27668.3				0.0			0.0	17.2599999999984	0.0
3905	226896970	226896970	50000.0	20587.53	2016-10-08 19:00:03	26.66	EZ Putt Putt #503815	US	US	05	01	entertainment	01/2030	2014-05-25	2016-08-04	874	874	3165	PURCHASE	0.0		29412.47				1.0			0.0	26.659999999999854	0.0
3906	226896970	226896970	50000.0	29720.38	2016-11-06 23:33:02	214.84	AMC #145832	US	US	09	01	entertainment	09/2031	2014-05-25	2016-08-04	874	874	3165	PURCHASE	0.0		20279.62				1.0			0.0	214.84000000000015	0.0
3908	226896970	226896970	50000.0	6622.17	2016-12-04 22:41:55	45.8	AMC #191138	US	US	05	01	entertainment	06/2022	2014-05-25	2016-08-04	874	874	3165	PURCHASE	0.0		43377.83				1.0			0.0	45.80000000000291	0.0
3909	226896970	226896970	50000.0	4264.14	2016-12-07 02:30:52	141.71	EZ Putt Putt #755869	US	US	05	01	entertainment	09/2019	2014-05-25	2016-08-04	874	874	3165	PURCHASE	0.0		45735.86				1.0			0.0	141.70999999999913	0.0
3911	226896970	226896970	50000.0	23852.18	2016-12-25 18:33:10	318.48	Fresh Flowers	US	US	09	01	online_gifts	10/2021	2014-05-25	2016-08-04	874	874	3165	PURCHASE	0.0		26147.82				0.0			0.0	318.47999999999956	0.0
3932	269500929	269500929	7500.0	5446.37	2016-06-25 07:34:51	32.68	amazon.com	US	US	09	01	online_retail	02/2030	2010-06-10	2010-06-10	352	352	8870	PURCHASE	0.0		2053.63				0.0			0.0	32.680000000000064	0.0
3935	269500929	269500929	7500.0	6831.49	2016-10-09 04:19:39	105.77	cheapfast.com	US	US	09	01	online_retail	08/2019	2010-06-10	2010-06-10	352	352	8870	PURCHASE	0.0		668.51				0.0			0.0	105.76999999999998	0.0
3951	128312501	128312501	15000.0	11723.23	2016-07-14 19:14:59	176.77	EZ Putt Putt #551896	US	US	09	08	entertainment	07/2031	2015-06-27	2015-06-27	810	810	568	PURCHASE	0.0		3276.77				1.0			0.0	176.76999999999998	0.0
3953	128312501	128312501	15000.0	6316.0	2016-10-20 15:52:44	57.87	Starbucks #465580	US	US	02	01	fastfood	11/2026	2015-06-27	2015-06-27	810	810	568	PURCHASE	0.0		8684.0				1.0			0.0	57.8700000000008	0.0
3972	606600998	606600998	50000.0	49292.23	2016-10-22 20:39:52	48.32	Oklahoma City Post	US	US	02	01	subscriptions	07/2027	2014-12-05	2014-12-05	324	324	9759	PURCHASE	0.0		707.77				1.0			0.0	48.319999999999936	0.0
3976	150349278	150349278	7500.0	710.2	2016-03-22 12:25:14	50.79	Krispy Kreme #677290	US	US	09	01	fastfood	05/2027	2015-10-04	2015-10-04	676	676	5482	PURCHASE	0.0		6789.8				0.0			0.0	50.789999999999964	0.0
3978	150349278	150349278	7500.0	1943.99	2016-09-06 01:29:50	107.46	In-N-Out #390420	US	US	05	01	fastfood	06/2023	2015-10-04	2015-10-04	676	676	5482	PURCHASE	0.0		5556.01				1.0			0.0	107.46000000000004	0.0
3981	150349278	150349278	7500.0	6109.12	2016-09-26 18:45:27	134.56	Tim Hortons #179811	CAN	CAN	05	08	fastfood	08/2027	2015-10-04	2015-10-04	676	676	5482	PURCHASE	0.0		1390.88				1.0			0.0	134.56000000000017	0.0
